layout_name,num_episodes,mean_reward,std_reward,min_reward,max_reward,win_rate,mean_final_score,mean_percent_food_eaten,mean_normalized_score,maxsteps_rate,color
easy_01,100.0,50.27000000000024,17.636697536670773,11.599999999999996,75.00000000000017,0.0,50.27000000000024,0.4878767123287671,0.34431506849315224,0.15,blue
easy_02,100.0,-2.567000000000007,8.655669298211384,-20.799999999999937,27.99999999999961,0.0,-2.567000000000007,0.15513698630136985,-0.01758219178082196,0.46,orange
medium_05,100.0,-16.622999999999987,4.198258091161133,-27.099999999999973,-9.5,0.0,-16.622999999999987,0.02495145631067961,-0.16138834951456296,0.21,orange
medium_06,100.0,-6.8709999999999845,4.857248089196183,-17.899999999999977,6.499999999999938,0.0,-6.8709999999999845,0.11486725663716811,-0.060805309734513126,0.19,orange
hard_05,100.0,-12.808999999999994,3.380269072130201,-21.699999999999974,-6.9,0.0,-12.808999999999994,0.02567567567567568,-0.11539639639639639,0.07,orange
hard_06,100.0,-12.046000000000001,2.199246234508539,-22.299999999999972,-10.7,0.0,-12.046000000000001,0.011627906976744184,-0.14006976744186048,0.0,orange
